0,60|0,40|$50.009,40
0,80|0,40|$55.427,09
1,00|0,40|$64.012,22
1,20|0,40|$72.235,80
1,00|0,60|$78.625,89
1,00|0,90|$87.377,54
1,00|1,00|$94.462,20
1,20|1,00|$104.186,25
1,50|1,00|$117.599,69
1,20|1,10|$109.326,11
1,50|1,10|$124.328,93
1,50|1,50|$160.446,83
1,20|2,00|$228.515,18
1,50|2,00|$276.301,94
1,80|2,00|$290.540,72
2,00|2,00|$318.810,93
