0,60|0,40|$12.351,15
0,80|0,40|$14.643,30
1,00|0,40|$16.426,20
1,20|0,40|$18.972,45
1,00|0,60|$22.411,20
1,00|0,90|$26.358,15
1,00|1,00|$23.811,90
1,20|1,00|$25.085,55
1,50|1,00|$28.650,30
1,20|1,10|$26.104,05
1,50|1,10|$29.923,95
1,50|1,50|$37.564,80
1,20|2,00|$57.302,70
1,50|2,00|$70.036,05
1,80|2,00|$73.857,00
2,00|2,00|$82.770,45
